id,lot_area,land_slope,central_air,gr_liv_area,totrms_abvgrd,new_property,saleprice,paved,irregular,cul_de_sac,positive_feature,noisy,years_old,non-living,baseline,condition,floating_village
2137,9720,0,1,1009,6,0,160000,1,0,0,0,0,30,995.0,200000.0,22,0
1794,8640,0,1,1338,6,1,208900,1,0,0,0,0,0,1479.0,224000.0,27,1
1498,47007,0,1,3820,11,0,284700,1,1,0,0,0,12,372.0,125000.0,24,0
1164,3180,0,1,1392,5,0,146000,1,0,0,0,0,1,791.0,224000.0,24,1
1179,14963,0,1,1288,4,0,245500,1,1,0,0,0,12,1634.0,260000.0,27,0
1340,5000,1,1,1013,6,0,113000,1,0,0,0,0,58,1093.0,128000.0,25,0
436,16870,0,1,1782,7,0,296000,1,1,0,0,0,4,1963.0,317500.0,27,0
1636,14157,0,1,1922,8,0,377426,1,1,0,0,0,1,2151.0,322450.0,28,0
421,12456,0,1,1718,7,0,337500,1,0,0,0,0,2,1964.0,317500.0,29,0
457,14836,1,1,2492,8,0,552000,1,1,0,0,0,4,2953.0,317500.0,29,0
2834,6956,0,1,936,5,0,97900,1,0,0,0,0,56,624.0,125000.0,25,0
517,7862,0,1,1218,4,1,208300,1,1,0,0,0,0,1320.0,224000.0,25,1
1566,11050,0,1,1820,8,0,213000,1,0,0,0,0,11,1260.0,160000.0,26,0
1439,8924,0,1,1724,8,0,188000,1,1,1,0,0,9,1155.0,200000.0,26,0
2577,9610,0,1,1336,7,0,162000,1,1,0,0,1,48,1201.0,141000.0,25,0
2241,13710,0,1,1558,6,0,152000,1,0,0,0,0,57,1199.0,102388.0,21,0
71,12552,0,1,1947,8,0,254900,1,0,0,0,0,5,1127.0,224000.0,26,1
1143,14565,0,1,1657,6,0,189000,1,1,1,0,0,13,1050.0,183000.0,26,0
1021,18559,0,1,2064,7,0,235000,1,1,1,0,0,30,2248.0,185000.0,24,0
1416,10880,0,0,1164,5,0,125000,1,0,0,0,0,58,1212.0,125000.0,20,0
35,2280,0,1,836,4,0,120000,1,0,0,0,0,35,866.0,143000.0,27,0
2174,11841,0,1,816,5,0,118500,0,0,0,0,0,17,848.0,125000.0,24,0
522,9187,0,1,1766,7,1,370878,1,0,0,0,0,0,2091.0,224000.0,28,1
2211,6270,0,0,2002,8,0,145000,1,0,0,0,0,57,1001.0,199500.0,21,0
1539,15660,0,1,1954,8,0,311500,1,1,0,0,0,2,1067.0,199500.0,30,0
2420,3087,0,1,1364,6,1,210250,1,0,0,0,0,0,1336.0,192250.0,26,0
2779,13450,0,1,1861,8,0,200000,1,1,0,0,0,4,1153.0,200000.0,27,0
953,10125,0,1,1734,8,0,126000,1,0,0,0,0,32,0.0,160000.0,22,0
658,8146,0,1,1039,6,0,114000,1,0,0,0,0,6,684.0,120000.0,23,0
714,9600,0,1,1510,7,0,87500,1,0,0,0,0,59,837.0,120000.0,18,0
1637,12328,0,1,2541,10,0,349265,1,1,0,0,0,2,1301.0,322450.0,28,0
538,10141,0,1,1512,6,0,203000,1,1,0,0,0,5,1758.0,181000.0,27,0
546,8529,0,1,1434,6,0,189000,1,1,0,0,0,8,1783.0,181000.0,26,0
533,8127,0,1,1653,6,0,209000,1,1,0,0,0,6,857.0,224000.0,26,1
718,8400,0,1,2007,8,0,160000,1,0,0,0,1,59,1152.0,120000.0,23,0
1830,10751,0,1,1037,5,0,129000,1,1,1,0,1,33,1220.0,135000.0,22,0
2929,10010,1,1,1389,6,0,170000,1,0,0,0,0,31,1667.0,160000.0,23,0
2207,4280,0,0,694,4,0,90350,1,0,0,0,0,5,474.0,199500.0,21,0
1417,9600,0,0,1096,5,0,79000,1,0,0,0,1,58,708.0,125000.0,21,0
2787,9800,0,1,894,5,0,149900,1,0,0,0,0,34,1150.0,200000.0,24,0
1037,7560,0,1,864,5,0,123000,1,0,0,0,0,37,864.0,141000.0,20,0
2659,9600,0,0,1774,8,0,87000,1,0,0,0,0,56,1185.0,120000.0,16,0
1567,9880,0,1,1118,6,0,171000,1,0,0,0,0,31,1299.0,160000.0,24,0
1225,9600,0,1,1252,6,0,119000,1,0,0,0,0,58,1128.0,141000.0,22,0
685,7931,0,1,1148,6,0,132500,1,0,0,0,0,50,1148.0,141000.0,22,0
1358,5100,0,1,1666,7,0,161000,1,0,0,0,0,12,843.0,120000.0,24,0
1461,9720,0,1,1947,7,0,274000,1,1,1,0,0,6,1641.0,200000.0,29,0
221,8521,0,1,912,5,0,125000,1,0,0,0,1,43,912.0,135000.0,20,0
2187,8741,0,0,1195,8,0,98500,1,0,0,0,0,57,1313.0,125000.0,24,0
2504,12461,0,1,1624,5,0,262000,1,0,0,0,0,11,1930.0,300750.0,27,0
855,6950,0,1,914,5,0,134900,1,1,0,0,0,30,914.0,200000.0,24,0
2258,16905,0,1,1328,5,0,170000,1,0,0,0,0,48,1454.0,220000.0,24,0
2205,7155,0,1,1461,6,0,135000,1,0,0,0,0,16,802.0,199500.0,24,0
1158,9205,0,1,2683,9,0,290000,1,1,0,0,0,17,1614.0,300750.0,25,0
1741,7697,0,1,1258,6,1,173500,1,0,0,0,0,0,1246.0,180750.0,27,0
2735,7800,1,1,2008,8,0,225000,1,0,0,0,0,4,999.0,125000.0,27,0
1888,14357,0,1,1187,6,0,140500,1,1,1,0,0,46,992.0,141000.0,22,0
2121,8775,0,1,990,5,0,126000,1,0,0,0,0,13,1054.0,200000.0,23,0
1176,2645,0,1,1586,7,0,170000,1,0,0,0,0,9,1129.0,224000.0,25,1
2773,13568,0,1,990,5,0,156000,1,1,1,0,0,11,1214.0,200000.0,24,0
2619,16321,0,1,1600,6,0,207500,1,1,1,0,0,9,2030.0,141000.0,23,0
1796,8640,0,1,1792,8,1,255000,1,0,0,0,0,0,1176.0,224000.0,27,1
1598,1596,0,1,988,4,0,94900,1,0,0,0,0,35,683.0,92450.0,23,0
1965,7315,0,1,1170,6,0,140000,1,0,0,0,0,49,1395.0,141000.0,23,0
2651,7614,1,1,1376,7,0,96900,1,0,0,0,0,56,1067.0,120000.0,18,0
609,11000,0,1,1154,6,0,154000,1,1,1,0,0,43,1212.0,141000.0,25,0
1990,10337,0,0,1772,7,0,184900,1,1,0,0,0,8,725.0,120000.0,29,0
1053,14803,0,1,2084,7,1,385000,1,0,0,1,0,0,2311.0,317500.0,29,0
2877,8765,0,0,951,6,0,106500,1,0,0,0,0,56,979.0,102388.0,22,0
497,12720,0,1,2687,10,0,327000,1,0,0,0,0,9,1737.0,300750.0,28,0
514,11128,0,1,2490,9,0,468000,1,0,0,1,0,3,2754.0,224000.0,28,0
759,5160,0,1,1666,4,0,135000,1,0,0,0,0,59,1352.0,102388.0,21,0
2474,13072,0,1,1141,6,0,142500,1,0,0,0,1,1,1141.0,181000.0,23,0
1193,8814,0,1,1464,7,0,141000,1,0,0,0,1,40,772.0,141000.0,25,0
1415,7000,0,1,1347,5,0,107500,1,0,0,0,0,17,1350.0,125000.0,25,0
2048,4484,0,0,1282,4,0,108500,1,1,0,0,0,28,760.0,136200.0,21,0
2483,9019,0,1,1320,6,0,150000,1,1,0,0,1,12,676.0,181000.0,25,0
2883,8520,0,0,936,6,0,78000,0,0,0,0,0,56,216.0,102388.0,20,0
1111,11932,0,1,1580,7,0,235128,1,0,0,0,1,0,1604.0,224000.0,27,0
2072,115149,1,1,1824,5,0,302000,1,1,1,0,0,5,2071.0,225000.0,24,0
1450,14330,0,1,1558,5,0,163000,1,1,1,0,0,7,1470.0,200000.0,23,0
274,8777,1,0,640,5,0,84900,1,0,0,0,1,3,0.0,125000.0,19,0
413,2308,0,1,1322,6,0,147000,1,0,0,0,0,35,1115.0,143000.0,23,0
751,2500,0,1,1826,7,0,155000,1,0,0,0,0,4,910.0,120000.0,29,0
2897,8049,0,1,1339,6,0,180000,1,1,1,0,0,16,1457.0,220000.0,24,0
207,5600,0,0,1092,7,0,55000,1,0,0,0,0,60,0.0,105888.0,21,0
2269,9590,0,1,1146,6,0,187500,1,1,0,0,0,4,1050.0,220000.0,26,0
891,7200,0,1,1125,6,0,125000,1,0,0,0,0,33,1337.0,125000.0,24,0
2863,11500,0,1,2057,6,0,250000,1,1,0,0,0,19,1339.0,199500.0,27,0
1298,6756,0,0,899,5,0,78000,1,0,0,0,0,58,577.0,120000.0,20,0
1292,11426,0,1,1594,9,0,118000,1,0,0,0,0,12,1109.0,120000.0,23,0
1687,12030,0,1,1694,7,1,318000,1,0,0,0,0,0,2090.0,317500.0,27,0
2749,9554,0,1,1911,8,0,215000,1,1,0,0,0,12,1040.0,181000.0,27,0
2875,8534,0,0,672,4,0,72000,1,0,0,0,0,56,544.0,102388.0,20,0
1029,11361,0,1,1523,7,0,180000,1,0,0,0,0,32,1382.0,185000.0,23,0
1581,12416,0,1,1651,7,0,184000,1,1,0,0,0,22,1798.0,220000.0,23,0
612,9600,0,1,1041,6,0,124500,1,0,0,0,0,50,1353.0,141000.0,25,0
139,8267,0,1,1604,8,0,135000,1,0,0,0,1,52,1646.0,141000.0,22,0
1335,6000,0,1,1672,6,0,164900,1,0,0,0,0,19,992.0,128000.0,25,0
2531,9600,0,1,1164,6,0,140000,1,0,0,0,0,37,1164.0,185000.0,24,0
681,7350,0,1,1041,6,0,128000,1,0,0,0,0,51,1041.0,141000.0,24,0
1383,7703,0,1,1034,6,0,153000,1,1,1,0,0,30,761.0,135000.0,27,0
1359,4347,0,1,1609,7,0,127500,1,0,0,0,0,58,978.0,120000.0,26,0
1226,9600,0,1,1337,7,0,141500,1,0,0,0,0,2,764.0,141000.0,26,0
63,12256,0,1,2622,9,0,325000,1,1,0,0,0,15,1681.0,300750.0,27,0
1869,9547,0,1,1594,6,0,188500,1,0,0,0,0,14,1864.0,185000.0,27,0
2468,7200,0,1,1262,5,1,185000,1,0,0,0,0,0,1382.0,224000.0,24,1
1135,13072,0,1,1175,6,0,146000,1,0,0,0,1,2,1265.0,181000.0,26,0
719,3600,0,1,1288,5,0,119000,1,0,0,0,0,2,727.0,120000.0,27,0
405,1680,0,1,1302,6,0,112000,1,0,0,0,0,38,630.0,105500.0,20,0
2506,3316,0,1,1247,4,0,197000,1,1,0,0,0,1,1331.0,224000.0,27,1
2380,16387,0,1,2589,11,1,412083,1,1,0,0,0,0,1738.0,317500.0,27,0
1565,13265,0,1,1689,7,0,271000,1,1,1,0,0,6,1777.0,160000.0,27,0
1727,3242,0,1,1405,6,0,200000,1,0,0,0,0,4,1577.0,317500.0,26,0
1661,8991,0,1,1324,5,0,174000,1,1,1,1,0,31,1671.0,185000.0,25,0
1967,8000,0,1,1377,6,0,156500,1,0,0,0,0,47,1377.0,141000.0,22,0
2267,9303,0,1,1756,7,0,204000,1,1,0,0,0,10,1138.0,220000.0,25,0
1389,8544,0,1,1228,6,0,149350,1,1,1,0,0,2,1293.0,135000.0,24,0
2553,11425,0,1,1008,4,0,137000,1,1,0,0,0,52,1128.0,141000.0,24,0
1459,11404,0,1,2031,8,0,222500,1,1,0,0,0,9,1429.0,200000.0,26,0
1739,8229,0,1,1504,6,1,166000,1,1,0,0,0,0,884.0,180750.0,25,0
172,4485,0,1,936,5,0,109500,1,0,0,0,1,60,1122.0,120000.0,25,0
788,15635,0,1,1383,6,0,122000,1,1,1,0,0,55,200.0,125000.0,21,0
1979,3153,0,1,967,5,0,99900,1,0,0,0,0,17,993.0,120000.0,22,0
1801,11096,0,1,1656,7,0,249700,1,0,0,0,0,1,1802.0,224000.0,27,1
931,14000,0,1,1152,6,0,158500,1,0,0,0,0,5,1128.0,199500.0,28,0
2471,7733,0,1,1142,5,0,139500,1,1,0,0,0,1,1196.0,181000.0,26,0
2899,8098,0,1,1403,5,0,202000,1,1,0,0,0,6,1554.0,220000.0,25,0
2544,8393,0,1,1712,8,0,145000,1,0,0,0,0,1,1952.0,141000.0,24,0
1386,12900,0,1,1258,6,0,108959,1,0,0,0,1,39,1318.0,135000.0,17,0
315,57200,1,1,1687,7,0,160000,1,1,0,0,0,60,797.0,220000.0,20,0
1932,8078,0,1,1560,8,0,128600,1,0,0,0,0,49,1560.0,141000.0,20,0
1660,12384,0,1,1935,7,0,197900,1,0,1,0,0,31,1158.0,185000.0,26,0
2353,9927,0,1,1083,5,0,172000,1,1,0,0,0,30,1531.0,185000.0,24,0
2139,16300,0,1,907,5,0,130000,1,1,1,0,0,30,876.0,200000.0,21,0
1585,7915,0,1,1675,6,0,195000,1,1,0,0,0,8,1883.0,220000.0,25,0
1602,21750,1,1,988,4,0,113000,1,0,0,0,1,54,988.0,160000.0,23,0
2888,9116,0,1,1491,7,0,209000,1,0,0,0,0,5,1711.0,160000.0,27,0
965,14419,0,1,1479,7,0,213500,1,1,0,0,0,20,2107.0,220000.0,26,0
645,13070,0,1,1112,5,0,126000,1,0,0,0,0,58,886.0,141000.0,20,0
789,9855,0,1,1689,7,0,127500,1,0,0,0,0,53,1436.0,125000.0,22,0
1015,8118,0,1,1710,6,0,334000,1,0,0,1,0,1,1914.0,322450.0,28,0
1264,10920,0,1,1253,5,0,157000,1,1,0,0,0,48,1642.0,141000.0,23,0
1972,6600,0,1,864,5,0,125500,1,0,0,1,0,45,922.0,141000.0,21,0
1481,8199,0,1,1456,7,0,189000,1,0,0,0,0,3,782.0,200000.0,26,0
954,9947,0,1,1217,6,0,173000,1,1,1,0,0,18,1383.0,160000.0,26,0
2499,14330,0,1,2646,9,0,260000,1,1,0,0,0,32,2489.0,260000.0,24,0
824,10769,0,1,1768,7,0,212000,1,1,0,0,0,2,1115.0,200000.0,27,0
2769,8846,0,1,914,5,0,148000,1,1,1,0,0,10,870.0,200000.0,22,0
123,10600,0,1,1775,8,0,136300,1,1,0,0,0,46,705.0,141000.0,23,0
1862,18890,0,1,2620,12,0,190000,1,1,0,0,1,30,1685.0,143300.0,25,0
1308,9142,0,0,1627,10,0,139500,1,0,0,0,0,2,1049.0,120000.0,19,0
1758,7750,0,1,1320,6,0,162000,1,0,0,0,0,4,708.0,180750.0,26,0
2236,6060,0,1,1123,4,0,100000,1,0,0,0,0,57,872.0,102388.0,20,0
2912,10172,0,1,874,5,0,126500,1,1,0,0,0,3,984.0,160000.0,26,0
2093,10380,0,1,2730,8,0,301000,1,1,0,0,0,20,1799.0,181000.0,26,0
2128,9337,0,1,1786,7,0,204750,1,1,0,0,0,10,986.0,200000.0,25,0
679,7200,0,0,1040,6,0,90000,1,0,0,0,0,59,0.0,141000.0,16,0
1313,9600,0,1,2350,10,0,130000,1,0,0,0,0,48,1192.0,120000.0,18,0
2534,8640,0,1,1770,7,0,155000,1,0,0,0,1,38,1230.0,141455.0,24,0
1273,7931,0,1,1269,6,0,155000,1,0,0,0,0,48,1269.0,141000.0,20,0
219,11625,0,1,1039,6,0,131500,1,0,0,0,0,45,1039.0,135000.0,23,0
133,9600,0,1,1520,7,0,153000,1,0,0,0,0,38,1345.0,141000.0,25,0
38,11478,0,1,1704,7,0,306000,1,0,0,0,0,2,1754.0,317500.0,27,0
2408,7740,0,1,1686,6,1,332200,1,0,0,0,0,0,2052.0,317500.0,28,0
1575,9520,0,1,1646,7,1,293077,1,1,0,0,0,0,1874.0,220000.0,27,0
1671,17199,0,1,914,4,0,128000,1,0,0,0,0,46,1054.0,141000.0,24,0
2000,5400,0,1,1616,5,0,152000,1,0,0,0,0,3,1332.0,120000.0,23,0
2621,10800,0,0,1192,6,0,135000,1,0,0,0,0,56,720.0,141000.0,20,0
1996,9900,0,1,2210,8,0,117500,1,0,0,0,0,57,1056.0,120000.0,20,0
1976,6000,0,1,1296,6,0,127500,1,0,0,0,0,57,1020.0,120000.0,22,0
1861,17778,0,1,2497,7,0,373000,1,1,0,0,0,26,2727.0,260000.0,26,0
1600,1477,0,1,1092,6,0,98000,1,0,0,0,0,1,733.0,92450.0,30,0
298,19645,0,1,1652,6,0,203135,1,1,0,0,0,3,423.0,199500.0,28,0
875,8750,0,1,1716,7,0,191000,1,0,0,0,0,13,1000.0,200000.0,26,0
1205,7785,0,1,1014,6,0,98000,1,1,0,0,0,52,240.0,141000.0,22,0
763,10800,0,1,1200,5,0,179000,1,0,0,0,0,21,1320.0,125000.0,23,0
512,9139,0,1,1432,7,0,245000,1,1,0,0,0,3,1769.0,224000.0,27,0
592,10140,0,1,1680,7,0,213250,1,0,0,0,0,10,1801.0,185000.0,26,0
1255,10122,0,0,869,3,0,89900,1,0,0,0,0,58,66.0,120000.0,20,0
355,10141,0,1,1718,7,0,185000,1,1,0,0,0,11,1217.0,180750.0,25,0
1676,2205,0,1,1092,6,0,113500,1,0,0,0,0,34,669.0,105500.0,22,0
2599,10914,0,0,715,4,0,68000,1,0,0,0,1,56,902.0,141000.0,12,0
312,9196,0,1,1560,7,0,201000,1,1,0,0,0,7,1810.0,160000.0,26,0
1124,9803,0,1,1768,7,0,226700,1,0,0,0,0,3,974.0,224000.0,25,1
1702,17169,0,1,2290,7,1,500067,1,1,1,0,0,0,2542.0,317500.0,29,0
2434,9171,0,1,1598,7,0,201490,1,1,0,0,0,1,996.0,180750.0,26,0
1432,9750,1,1,990,5,0,155000,1,0,0,0,0,14,1158.0,200000.0,24,0
689,8604,0,1,941,4,0,145000,1,1,0,0,0,31,981.0,141000.0,25,0
1349,6155,0,1,1362,6,0,128000,1,1,0,0,1,9,695.0,128000.0,26,0
1759,9487,0,1,1690,7,0,187000,1,1,0,0,0,7,965.0,180750.0,25,0
893,3675,0,1,1072,5,0,145500,1,0,0,0,0,3,575.0,125000.0,23,0
944,10200,0,0,572,4,0,75000,1,0,0,0,0,59,644.0,102388.0,16,0
2109,11750,0,1,1546,7,0,217000,1,1,0,0,0,1,1732.0,200000.0,26,0
316,11896,0,1,1346,6,0,220000,1,1,0,0,0,2,1484.0,220000.0,26,0
2529,10400,0,1,1790,8,0,165150,1,0,0,0,0,34,1027.0,185000.0,24,0
1448,10970,1,1,1026,5,0,147000,1,1,0,0,0,30,974.0,200000.0,22,0
871,11883,0,1,1504,6,0,203000,1,0,0,0,0,13,1685.0,200000.0,26,0
142,10552,0,1,1700,6,0,165500,1,1,0,0,0,51,1436.0,141000.0,23,0
1515,8248,0,0,864,5,0,67000,1,0,0,0,0,58,964.0,125000.0,17,0
1970,9760,1,1,1851,7,0,187000,1,0,0,0,0,14,1103.0,141000.0,27,0
572,2998,0,1,1512,4,0,180000,1,0,0,0,0,9,788.0,224000.0,23,1
2200,6821,0,1,1298,8,0,146500,1,0,0,0,0,2,1035.0,199500.0,24,0
2147,11354,0,1,1673,7,0,270000,1,0,0,0,0,7,2208.0,200000.0,26,0
249,9069,0,1,996,5,0,147000,1,0,0,0,0,18,1056.0,181000.0,26,0
162,8064,0,1,1224,5,0,132000,1,0,0,0,1,6,1230.0,141000.0,24,0
664,5400,0,1,1374,6,0,105000,1,0,0,0,1,59,1038.0,120000.0,22,0
1516,5687,0,0,1716,9,0,135900,1,0,0,0,0,8,964.0,136200.0,26,0
16,53504,1,1,3279,12,0,538000,1,1,1,0,0,7,2399.0,322450.0,28,0
1808,7500,0,1,1143,5,0,147000,1,0,0,0,0,1,1198.0,181000.0,27,0
425,13173,0,1,1652,6,0,325000,1,1,0,0,0,2,2158.0,317500.0,28,0
1372,9488,0,0,1054,6,0,124000,1,0,0,0,1,15,1228.0,135000.0,22,0
2495,13526,0,1,935,5,0,137000,1,1,1,0,0,41,1115.0,135000.0,23,0
661,10410,0,1,2377,8,0,142900,1,0,0,0,0,59,1745.0,120000.0,19,0
1301,12000,0,1,1122,6,0,147000,1,0,0,0,0,3,960.0,120000.0,26,0
396,7830,0,1,1180,6,0,128000,1,1,0,0,0,39,1225.0,141000.0,22,0
2663,8850,0,1,1690,7,0,144000,1,1,0,0,0,56,1145.0,120000.0,25,0
50,7132,0,1,1370,6,0,205000,1,1,0,0,0,4,1539.0,317500.0,27,0
886,9937,0,1,1486,7,0,167000,1,0,0,0,0,10,1486.0,125000.0,24,0
696,5720,0,1,1131,5,0,66500,1,0,0,0,1,59,702.0,120000.0,23,0
2454,12585,0,1,2799,8,0,315000,1,1,0,0,0,13,1854.0,300750.0,27,0
2106,11103,0,1,1456,8,1,155835,1,1,0,0,0,1,728.0,200000.0,26,0
353,8013,0,1,1734,6,0,239500,1,1,0,0,0,13,1689.0,322450.0,27,0
441,10872,0,1,1531,6,0,300000,1,1,0,0,0,3,1740.0,317500.0,28,0
2270,11305,0,1,1922,6,0,282000,1,0,0,0,0,5,2187.0,220000.0,27,0
1924,9100,0,1,1144,6,0,120000,1,0,0,0,0,47,1144.0,141000.0,22,0
1402,39104,1,1,1363,5,0,241500,1,1,1,0,0,3,1466.0,225000.0,28,0
1070,10110,0,1,1866,7,1,336860,1,1,0,0,0,0,1906.0,317500.0,28,0
2696,9786,0,0,1077,6,0,91000,1,0,0,0,0,56,1155.0,102388.0,16,0
1840,5330,0,1,1550,5,1,207500,1,1,0,0,0,0,1652.0,224000.0,27,1
1562,3811,1,1,1646,5,0,250000,1,1,0,0,0,3,1930.0,199500.0,26,0
2426,3010,0,1,1248,5,1,167240,1,0,0,0,0,0,1356.0,192250.0,26,0
1162,3435,0,1,1245,5,0,178000,1,1,0,0,0,3,1335.0,224000.0,26,1
1874,10800,0,1,1052,6,0,127000,1,0,0,0,0,44,1185.0,185000.0,23,0
111,10456,0,1,1829,8,0,218500,1,1,0,0,0,43,1905.0,185000.0,25,0
1207,8475,0,1,952,4,0,135750,1,1,0,0,0,52,952.0,141000.0,22,0
140,8197,0,1,1480,7,0,214000,1,0,0,0,0,1,1805.0,141300.0,26,0
545,10994,0,1,1844,7,0,257000,1,1,0,0,0,3,2053.0,181000.0,27,0
1338,6000,0,1,1497,5,0,157000,1,0,0,0,0,8,1097.0,128000.0,25,0
2873,7288,0,0,976,5,0,102000,1,0,0,0,1,56,1136.0,102388.0,21,0
924,13360,0,1,964,5,0,163500,1,1,0,0,0,3,920.0,199500.0,24,0
844,10335,0,1,1501,6,0,204000,1,1,0,0,0,10,1663.0,200000.0,26,0
901,11767,0,1,1560,7,0,103500,1,0,0,0,0,53,1150.0,125000.0,24,0
2195,10896,0,1,3395,14,0,200000,1,0,0,0,1,12,1550.0,136200.0,27,0
2081,5400,0,1,864,6,0,118000,1,0,0,0,0,49,864.0,136200.0,22,0
2774,9100,0,1,1525,6,0,235000,1,0,0,0,0,6,1780.0,200000.0,26,0
2573,7728,0,1,1190,6,0,132500,1,0,0,0,0,44,1124.0,141000.0,23,0
1793,8778,0,1,1830,7,0,221300,1,0,0,0,0,1,1342.0,224000.0,28,0
882,8487,0,1,1500,6,0,190000,1,0,0,0,0,5,1728.0,200000.0,26,0
2791,9930,0,1,1762,6,0,222000,1,1,0,0,0,4,1200.0,200000.0,26,0
297,17500,0,1,1902,7,0,335000,1,0,0,1,0,8,2271.0,199500.0,27,0
509,10206,0,1,1658,7,0,257500,1,0,0,1,0,1,1802.0,224000.0,27,0
1115,14587,0,1,1506,6,1,264132,1,1,0,0,0,0,1672.0,224000.0,28,0
773,7800,0,1,899,5,0,130000,1,0,0,0,0,5,928.0,135000.0,26,0
732,4960,0,1,1654,7,0,137000,1,0,0,0,0,27,601.0,128000.0,24,0
1552,7392,0,1,912,5,0,99500,1,0,0,0,0,13,610.0,102388.0,21,0
226,7424,0,1,1373,5,0,160250,1,1,0,0,0,32,1319.0,135000.0,22,0
2830,2522,0,1,1709,7,0,130000,1,0,0,0,0,2,1010.0,125000.0,24,0
2238,3672,0,1,816,5,0,75200,1,0,0,0,1,57,912.0,102388.0,24,0
982,7706,0,1,1091,5,0,131250,1,0,0,0,0,13,664.0,160700.0,25,0
1265,12929,0,1,1081,5,0,148000,1,1,0,0,0,15,1199.0,141000.0,21,0
559,9316,0,1,1020,5,0,124100,1,1,0,0,0,44,1195.0,135000.0,23,0
1203,12122,0,1,999,6,0,178400,1,1,0,0,0,1,1164.0,141000.0,29,0
2083,7711,0,1,1440,8,0,150000,1,1,0,0,0,30,1761.0,125000.0,20,0
2130,12352,0,1,1753,7,0,217000,1,1,1,0,0,8,927.0,200000.0,26,0
2455,12447,0,1,1964,8,1,252000,1,1,0,0,0,0,1370.0,224000.0,28,0
535,7500,0,1,1141,6,0,152000,1,0,0,0,0,3,1323.0,181000.0,24,0
2019,6120,0,1,854,5,0,132000,1,0,0,0,0,6,992.0,128000.0,26,0
2655,9576,0,1,1182,5,0,120000,1,0,0,0,0,56,770.0,120000.0,23,0
2391,9942,0,1,2091,8,1,338500,1,1,0,0,0,0,1884.0,317500.0,28,0
154,7898,0,1,985,4,0,105000,1,0,0,0,0,16,576.0,141000.0,22,0
999,21872,0,1,1446,6,0,175000,1,1,0,0,0,11,1015.0,180750.0,26,0
1400,10005,0,1,2022,8,0,192000,1,0,0,0,0,31,1565.0,225000.0,26,0
2807,12393,0,1,1948,8,0,195000,1,1,0,0,0,1,995.0,200000.0,27,0
516,9000,0,1,1590,6,0,210000,1,0,0,0,0,1,798.0,224000.0,27,1
1753,7875,0,1,1948,8,0,211000,1,0,0,0,0,4,895.0,180750.0,27,0
734,6000,0,1,1324,6,0,128000,1,0,0,0,0,59,672.0,128000.0,20,0
1209,10175,0,1,1425,7,0,180500,1,1,0,0,0,44,1832.0,141000.0,24,0
1994,13600,0,0,2337,10,0,90000,1,0,0,0,0,57,719.0,120000.0,20,0
1901,12172,0,1,908,4,0,138500,1,0,0,0,0,11,1322.0,141000.0,24,0
2413,10237,0,1,1492,8,1,169985,1,0,0,0,0,0,770.0,180750.0,26,0
2630,7000,0,1,1150,6,0,146000,1,0,0,0,0,45,1312.0,141000.0,21,0
1428,11228,0,1,2097,9,0,228000,1,1,1,0,0,15,1463.0,181000.0,26,0
1271,8000,0,1,1256,6,0,159000,1,0,0,0,0,49,1496.0,141000.0,23,0
2464,10728,0,1,1939,8,1,266000,1,0,0,0,0,0,1338.0,224000.0,26,1
2653,6000,0,1,1566,7,0,139000,1,0,0,0,0,56,1136.0,120000.0,24,0
1505,6931,0,0,784,4,0,91900,1,0,0,0,0,53,896.0,125000.0,19,0
2110,8760,0,1,1500,7,0,212999,1,0,0,0,0,1,1671.0,200000.0,27,0
2386,16033,0,1,1850,8,0,326000,1,1,0,0,0,1,2464.0,317500.0,28,0
1086,9024,0,1,1515,8,0,179000,1,1,0,0,0,4,864.0,180750.0,25,0
1574,11563,0,1,1537,8,0,294000,1,1,0,0,0,1,1544.0,220000.0,27,0
406,1680,0,1,987,5,0,97000,1,0,0,0,0,37,483.0,105500.0,22,0
2757,8760,0,1,1962,7,1,239799,1,0,0,0,0,0,1481.0,200000.0,26,0
2559,9600,0,1,1433,7,0,161000,1,0,0,0,0,16,1600.0,141000.0,23,0
1469,4435,0,1,848,3,0,136500,1,0,0,0,0,5,988.0,200000.0,25,0
407,1680,0,1,987,5,0,118000,1,0,0,0,0,2,733.0,105500.0,25,0
2300,7599,0,1,845,4,0,129500,1,0,0,0,0,1,845.0,160000.0,20,0
731,7264,0,0,1548,5,0,205000,1,0,0,0,0,2,1170.0,128000.0,25,0
2230,32668,0,1,2515,9,0,200624,1,1,1,0,0,32,2235.0,199500.0,21,0
1688,11825,0,1,1694,7,1,322400,1,0,0,0,0,0,1806.0,317500.0,27,0
880,10200,0,1,1602,7,0,293200,1,0,0,0,0,2,1821.0,200000.0,27,0
1074,8849,0,1,1684,6,0,266000,1,1,0,0,0,3,2251.0,317500.0,28,0
771,11184,0,1,1683,7,0,172500,1,0,0,0,0,31,1161.0,135000.0,24,0
724,8820,0,1,1869,7,0,124900,1,0,0,0,0,13,1380.0,120000.0,21,0
730,6615,0,0,1432,6,0,149000,1,0,0,0,0,59,1349.0,128000.0,24,0
273,8773,0,1,1414,6,0,185500,1,0,0,0,0,6,1651.0,200000.0,26,0
2793,11088,0,1,1358,5,0,220000,1,0,0,0,0,4,1582.0,200000.0,27,0
