id,lot_area,land_slope,central_air,gr_liv_area,totrms_abvgrd,new_property,paved,irregular,cul_de_sac,positive_feature,noisy,years_old,non-living,baseline,condition,floating_village
655,5470,0,1,792,4,0,1,0,0,0,0,51,882,120000.0,20,0
2064,8169,0,1,912,6,0,1,0,0,0,1,41,1116,135000.0,24,0
369,16158,1,1,1530,7,0,1,1,0,0,0,4,1734,322450.0,26,0
2239,8263,1,1,1012,6,0,1,0,0,0,0,57,1146,102388.0,20,0
2732,5271,1,1,1453,6,0,1,1,0,0,0,20,1717,225000.0,25,0
1653,11850,0,1,1177,6,0,1,0,0,0,0,23,1460,185000.0,24,0
959,13159,0,1,1692,6,1,1,1,0,0,0,0,1168,220000.0,25,0
2395,11643,0,1,2358,10,1,1,1,0,0,0,0,1678,317500.0,28,0
1412,9350,0,0,864,4,0,1,0,0,0,0,33,864,125000.0,22,0
271,10635,0,1,1668,8,0,1,1,0,0,0,7,1919,200000.0,27,0
1484,4438,0,1,848,3,0,1,0,0,0,0,4,997,200000.0,25,0
1497,7024,0,1,1132,5,0,1,0,0,0,0,3,1448,125000.0,23,0
552,8250,0,1,1882,8,0,1,0,0,0,0,28,0,181000.0,25,0
2,11622,0,1,896,5,0,1,0,0,0,1,49,1142,141000.0,23,0
1855,12000,0,1,2362,8,0,1,0,0,0,0,27,2198,260000.0,27,0
4,11160,0,1,2110,8,0,1,0,0,0,0,42,2110,141000.0,26,0
2292,11333,0,1,1062,5,0,1,1,0,0,0,31,1149,160000.0,23,0
134,7800,0,1,1268,7,0,1,0,0,0,0,56,1366,141000.0,24,0
646,10434,0,1,1005,5,0,1,0,0,0,0,54,1005,141000.0,19,0
42,11520,0,1,1698,7,0,1,0,0,1,0,5,1964,317500.0,28,0
532,8736,0,1,1553,6,0,1,1,0,0,0,5,1833,224000.0,26,1
713,4456,0,1,1452,8,1,1,0,0,0,0,1,838,120000.0,23,0
2561,9600,0,1,1216,7,0,1,0,0,0,0,55,1056,141000.0,23,0
2360,15870,0,1,1096,6,0,1,1,0,0,0,37,1368,141000.0,24,0
1333,5000,0,1,1210,6,0,1,0,0,0,1,2,672,128000.0,24,0
1407,45600,0,1,2358,10,0,1,1,0,0,0,11,1608,225000.0,24,0
2892,26178,1,1,2519,9,0,1,1,0,0,0,16,1557,220000.0,26,0
574,2645,0,1,1739,7,0,1,0,0,0,0,9,1085,224000.0,27,1
1227,9600,0,1,1661,8,0,1,0,0,0,0,12,1198,141000.0,26,0
2591,21299,0,1,2039,7,0,1,0,0,0,0,43,1019,141000.0,25,0
1476,8450,0,1,1436,8,0,1,0,0,0,0,4,1673,200000.0,26,0
1125,9375,0,1,1992,9,0,1,0,0,0,0,4,1238,224000.0,27,1
1446,8385,0,1,985,6,0,1,0,0,0,0,31,1195,200000.0,25,0
408,1680,0,1,1302,6,0,1,0,0,0,0,37,815,105500.0,22,0
1101,14260,0,1,2198,9,0,1,1,0,0,0,8,1421,300750.0,27,0
2251,10000,0,1,1392,6,0,1,0,0,0,0,5,1658,160000.0,24,0
373,11900,0,1,1411,6,0,1,0,0,0,0,32,1578,185000.0,24,0
2554,9724,0,1,1043,5,0,1,0,0,0,0,56,1111,141000.0,24,0
2382,16163,0,1,1618,6,0,1,0,0,0,0,2,1618,317500.0,27,0
1985,5925,0,0,1141,6,0,1,0,0,0,0,57,666,120000.0,21,0
519,8640,0,1,1314,6,1,1,0,0,0,0,0,1547,224000.0,27,1
1093,10261,0,1,1792,8,0,1,1,0,0,0,8,936,180750.0,25,0
864,12334,0,1,2184,8,0,1,1,0,0,0,6,1392,200000.0,28,0
2889,10530,0,1,1004,4,0,1,0,0,0,0,29,975,160000.0,23,0
2308,11765,0,1,1797,7,0,1,1,0,0,0,49,1617,141000.0,21,0
986,14115,0,1,1362,5,0,1,1,0,0,0,14,1186,160700.0,24,0
1302,9000,0,1,1499,5,0,1,0,0,0,0,58,924,120000.0,22,0
585,12936,0,1,1395,6,0,1,1,1,0,0,37,1133,185000.0,24,0
2708,8414,0,1,1068,6,0,1,0,0,0,0,3,1251,135000.0,26,0
147,10725,0,1,1206,6,0,1,1,0,0,0,51,1227,141000.0,21,0
1441,12803,0,1,1494,6,0,1,1,0,0,0,6,1722,200000.0,26,0
383,10304,0,1,1868,9,0,1,1,1,1,0,33,1324,185000.0,26,0
285,8562,1,1,1526,7,0,1,0,0,0,0,8,1410,125000.0,23,0
181,8239,0,1,1245,6,0,1,0,0,0,1,48,1342,120000.0,21,0
358,9765,0,1,1470,6,0,1,1,0,0,0,16,975,181230.0,28,0
780,15584,0,1,2071,9,0,1,0,0,0,0,53,984,225000.0,24,0
258,9337,0,1,1692,8,0,1,1,0,0,0,12,917,200000.0,26,0
1865,8000,0,1,2411,8,0,1,0,0,1,0,37,1200,185000.0,24,0
692,3950,0,1,1224,5,0,1,0,0,0,1,5,934,120000.0,24,0
2902,11443,0,1,2028,7,1,1,0,0,0,0,0,2260,220000.0,27,0
508,11194,0,1,1696,7,0,1,1,0,1,0,1,1872,224000.0,27,0
2638,9600,0,1,1668,6,0,1,0,0,0,0,56,1352,120000.0,21,0
36,2280,0,1,1456,7,0,1,0,0,0,0,32,881,143000.0,22,0
611,12095,0,1,1445,7,0,1,1,0,0,0,45,1307,141000.0,24,0
2281,25286,1,1,1040,5,0,1,0,0,1,0,44,1064,160000.0,22,0
1678,2058,0,1,1218,7,0,1,0,0,0,0,34,700,105500.0,23,0
1696,13891,0,1,2552,8,1,1,0,0,0,0,0,2710,317500.0,28,0
1557,5150,0,0,1049,5,0,1,0,0,0,1,8,356,102388.0,20,0
2180,7023,0,1,1408,6,0,1,0,0,0,0,1,819,125000.0,24,0
1726,6240,0,1,1324,6,1,1,0,0,0,0,1,1362,317500.0,27,0
951,9750,0,1,926,5,0,1,0,0,0,0,32,1221,160000.0,26,0
267,9375,0,1,2098,9,0,1,0,0,0,0,13,1409,200000.0,26,0
2706,11235,0,1,1382,6,0,1,0,0,0,0,27,1133,135000.0,22,0
2221,14442,0,1,1839,7,0,1,0,0,0,1,3,1764,199500.0,27,0
1357,8094,0,1,1984,8,0,1,0,0,0,0,25,1486,121000.0,25,0
2901,13618,0,1,1960,8,1,1,0,0,0,0,0,1938,220000.0,27,0
347,8400,0,1,1628,7,0,1,0,0,0,0,12,504,181240.0,26,0
2164,8769,0,1,1190,5,0,1,0,0,0,0,2,1310,200000.0,26,0
1586,12244,0,1,2262,10,0,1,0,0,0,0,5,1650,220000.0,27,0
360,7250,0,1,1190,6,0,1,0,0,0,0,16,1202,180750.0,25,0
1769,9920,0,1,2013,8,0,1,1,1,0,0,10,1427,300750.0,26,0
2617,11650,0,1,1472,5,0,1,0,0,1,0,47,295,141000.0,24,0
1879,10624,0,1,1728,10,0,1,1,0,0,0,43,1883,141000.0,19,0
991,12925,0,1,2117,7,0,1,1,0,0,0,38,1247,141000.0,27,0
1535,9260,0,1,1374,6,0,1,1,0,0,1,58,1048,199500.0,17,0
1191,9750,0,1,1625,8,0,1,0,0,0,0,43,1625,185000.0,23,0
1579,12018,0,1,1612,6,1,1,1,0,0,0,0,860,220000.0,26,0
1882,12772,0,1,958,5,0,1,1,1,0,0,9,958,156500.0,26,0
1510,8172,0,1,1470,7,0,1,0,0,0,0,36,1097,125000.0,22,0
2196,10890,0,0,2592,12,0,1,0,0,0,0,57,2278,137712.0,22,0
1845,2117,0,1,1512,4,0,1,0,0,0,0,7,788,224000.0,23,1
2336,15922,0,1,2795,10,1,1,1,0,0,0,0,1764,322450.0,29,0
942,6402,0,0,1192,6,0,1,0,0,0,0,59,733,102388.0,20,0
861,7200,0,1,768,5,0,1,0,0,0,0,6,960,200000.0,24,0
2555,4712,1,1,1230,5,0,1,1,0,0,1,56,867,128000.0,21,0
1392,13284,0,1,1383,6,0,1,0,0,1,0,54,2010,135000.0,22,0
2099,9178,0,1,1651,7,1,1,0,0,0,0,0,1911,200000.0,27,0
1543,1879,0,1,1032,5,0,1,0,1,0,0,28,729,137500.0,22,0
948,12822,0,1,2149,6,0,1,1,1,0,0,6,1843,160000.0,26,0
1239,9840,0,1,1440,7,0,1,0,0,0,0,10,1654,141000.0,24,0
22,10625,0,1,1173,6,0,1,0,0,0,0,36,1173,185000.0,25,0
2796,8125,0,1,1654,6,0,1,0,0,0,0,4,1790,200000.0,26,0
2747,11200,0,1,1298,5,0,1,0,0,0,0,21,1489,181000.0,23,0
92,13143,0,1,2349,9,0,1,1,0,0,0,17,1393,300750.0,27,0
210,15263,0,1,1675,8,0,1,1,0,0,1,51,1554,225000.0,23,0
1858,3840,0,1,1295,4,0,1,1,0,0,0,9,1279,190000.0,26,0
2228,3907,1,1,1020,4,0,1,1,0,0,0,19,1139,137500.0,26,0
447,9541,0,1,1502,7,1,1,1,0,0,0,0,1616,317500.0,26,0
827,8814,0,1,1604,8,0,1,0,0,0,0,3,1837,200000.0,26,0
1649,11339,0,1,1930,9,0,1,1,0,1,0,28,1044,185000.0,24,0
682,7560,0,1,1339,6,0,1,0,0,0,0,44,1029,141000.0,23,0
2698,7200,0,1,984,6,0,1,0,0,0,0,56,1148,102388.0,20,0
494,7848,0,1,1430,7,0,1,1,0,0,1,10,384,180750.0,28,0
214,6449,0,0,1884,7,0,1,1,0,0,0,60,946,136200.0,18,0
2441,12104,0,1,2322,8,1,1,1,0,0,0,0,1480,180750.0,25,0
2679,6120,0,0,1015,6,0,1,0,0,0,0,56,1000,128620.0,22,0
1336,6000,0,1,949,5,0,1,0,0,0,0,5,997,128000.0,24,0
465,10928,0,1,1456,8,0,1,0,0,0,0,4,828,180750.0,26,0
1524,8969,0,1,1316,6,0,1,0,0,0,0,58,836,199500.0,24,0
2543,9100,0,1,864,5,0,1,0,0,0,1,48,864,141000.0,20,0
631,8760,0,1,1144,6,0,1,0,0,0,0,53,1426,141000.0,24,0
2452,10236,0,1,2494,9,0,1,1,0,0,0,11,1585,300750.0,27,0
228,11616,0,1,1386,6,0,1,1,1,0,0,32,1007,135000.0,23,0
126,13260,0,1,1728,10,0,1,1,0,0,0,9,1728,141000.0,24,0
1092,7301,0,1,1358,6,1,1,1,0,0,0,0,1568,317500.0,27,0
1122,8640,0,1,1372,6,1,1,0,0,0,0,0,1512,224000.0,26,1
932,17500,1,1,1906,6,0,1,0,0,1,0,55,1511,199500.0,24,0
1980,10800,0,1,1047,6,0,1,0,0,0,0,12,641,120450.0,22,0
2171,10921,0,1,960,6,0,1,0,0,0,0,42,1080,125000.0,19,0
551,10274,0,1,1400,6,0,1,1,1,0,0,23,724,181000.0,25,0
2768,12000,0,1,1388,6,0,1,0,0,0,0,38,1446,225000.0,24,0
2056,7094,0,1,894,5,0,1,1,0,0,0,41,894,135000.0,20,0
1159,11025,0,1,2786,10,0,1,0,0,0,0,14,2191,300750.0,28,0
2645,7745,0,0,1951,9,0,1,0,0,0,0,56,972,120000.0,21,0
1174,2160,0,1,1404,5,0,1,0,0,0,0,8,692,224000.0,24,1
2266,13758,0,1,1717,7,0,1,1,1,0,0,16,1360,220000.0,26,0
2462,13162,0,1,2640,11,1,1,0,0,0,1,0,2301,224000.0,28,1
1219,11332,0,1,1118,6,0,1,1,0,0,0,8,1408,141000.0,26,0
2922,12640,0,1,1728,8,0,1,1,0,0,0,30,1768,160000.0,23,0
118,9600,0,1,1232,6,0,1,0,0,0,0,44,1456,141000.0,22,0
474,3182,0,1,1145,5,0,1,0,0,0,0,3,1261,192250.0,26,0
2576,11600,0,1,1383,7,0,1,0,0,0,0,46,1428,141000.0,23,0
872,12782,0,1,1828,7,0,1,0,0,0,0,6,2160,200000.0,27,0
1077,6240,0,1,1342,6,0,1,0,0,0,0,1,1377,317500.0,27,0
1536,7801,0,0,1091,5,0,1,1,0,0,1,57,1483,199500.0,21,0
1150,9100,0,1,984,5,0,1,0,0,0,1,45,1185,135400.0,22,0
2341,11302,0,1,1826,7,1,1,1,0,0,0,0,2189,322450.0,27,0
1931,11556,0,1,1154,6,0,1,0,0,0,0,1,927,141000.0,25,0
2785,9920,0,1,971,5,0,1,1,0,0,0,37,971,200000.0,23,0
2538,9759,0,1,1051,6,0,1,1,0,0,0,40,1321,141000.0,22,0
597,9600,0,1,2061,8,0,1,0,0,0,0,35,1438,185000.0,25,0
464,2268,0,1,1626,6,0,1,0,0,0,0,5,791,317500.0,27,0
233,23595,1,1,1524,4,0,1,0,0,0,0,31,1600,225000.0,25,0
2169,9825,0,1,936,4,0,1,0,0,0,0,40,1341,125450.0,23,0
2123,10021,0,1,1308,6,0,1,1,0,0,0,1,831,200000.0,26,0
1867,11700,0,1,1295,6,0,1,0,0,0,0,39,1689,185000.0,22,0
137,19900,0,1,2207,7,0,1,0,0,1,0,21,2248,141000.0,24,0
515,8640,0,1,1852,7,1,1,0,0,0,0,0,1176,224000.0,26,1
933,1733,0,1,1032,5,0,1,0,0,0,0,29,795,137500.0,22,0
2784,10385,0,1,1282,6,0,1,1,1,0,0,28,1381,200000.0,22,0
972,4500,0,1,1204,5,0,1,0,0,0,0,11,1451,160000.0,25,0
599,9790,0,1,1342,7,0,1,0,0,0,1,42,1569,185000.0,23,0
2614,7332,0,1,864,4,0,1,0,0,0,0,47,1032,141000.0,26,0
2582,7032,0,1,943,4,0,1,1,0,0,0,27,985,141000.0,20,0
1409,21780,0,1,1674,8,0,1,0,0,0,0,58,1415,125000.0,25,0
175,5790,0,0,1605,8,0,1,0,0,0,0,60,1042,120000.0,20,0
352,7380,0,1,1478,5,0,1,1,0,0,0,11,1629,322450.0,27,0
976,1526,0,1,630,3,0,1,0,0,0,0,7,630,92450.0,24,0
2134,11317,0,1,1668,8,0,1,0,0,0,0,4,1052,200000.0,26,0
984,8780,0,1,833,5,0,1,1,0,0,0,24,833,160000.0,25,0
2396,12378,0,1,1944,8,0,1,1,0,0,0,2,2279,317500.0,28,0
1673,4058,0,1,767,4,0,1,0,0,0,0,9,883,141000.0,26,0
404,2368,0,1,1365,7,0,1,0,0,0,0,39,801,105500.0,23,0
607,9350,0,1,1313,6,0,1,0,0,0,0,14,1634,141000.0,23,0
814,7040,0,1,1229,6,0,1,0,0,0,1,30,1214,181000.0,20,0
868,8749,0,1,1725,6,0,1,0,0,0,0,7,888,200000.0,26,0
2271,7777,0,1,1491,7,0,1,1,0,0,0,11,1526,220000.0,25,0
1633,5062,0,1,2090,6,0,1,1,1,0,0,23,1409,322450.0,25,0
337,7700,0,1,2432,10,0,1,0,0,0,0,24,1416,160600.0,20,0
2765,36500,1,1,1582,7,0,1,1,0,0,0,42,1990,225000.0,21,0
1746,14572,0,1,1530,7,0,1,1,0,0,0,3,1710,180750.0,26,0
368,11844,0,1,2046,7,1,1,1,0,0,0,1,2450,322450.0,27,0
2806,8810,0,1,1390,7,0,1,0,0,0,0,3,1458,200000.0,26,0
1662,8000,0,1,1877,8,0,1,0,0,1,0,33,1180,185000.0,24,0
1234,14670,0,1,1988,9,0,1,0,0,0,0,9,1334,141000.0,27,0
1373,8250,0,1,1211,5,0,1,0,0,0,1,40,1015,135000.0,24,0
1672,9000,0,1,864,5,0,1,0,0,0,0,36,864,141000.0,20,0
1939,8400,0,1,925,5,0,1,0,0,0,0,52,1004,141000.0,22,0
